Id,Review,Label,Label5,Label2,Label_Name
6589,Very informative but not very focused or streamline. The lectures on brain plasticity and such I found largely irrelevant to the subject matter. Maybe an attempt to make the lectures a little less 'wordy'. I know this is Buddhism which is notoriously filled with concepts and long winded explanations but I think a lot of viewers could lose interest. I enjoy the course but I already have a great deal of familiarity with Buddhism. I was a Vajrayana practitioner for three years. Maybe a course focused more on Shakyamuni and the basics of Buddhist teaching along with a few courses familiarizing listeners to terms might be useful as a preliminary to the following courses.,3,2,1,Neutral
6591,too many videos and texts.,2,1,0,Negative
6592,extremely boring teachers,1,0,0,Very Negative
6594,Some lectures are presented in very flat boring to follow manner. Though neuroscience part is presented brilliantly and makes it totally worth.,3,2,1,Neutral
6600,presentation has to be better,2,1,0,Negative
6604,"The positive.What a wealth of material! This is a very worthy attempt to integrate the history, philosophical underpinnings and modern transformations of Tibetan Buddhist meditation.Clifford Saron’s Week 2 lectures on neuroscience and neuroplasticity were fascinating and intriguing introductions to the topic - very engaging.The negative.Too academic for an introductory course. David Germano’s lectures are full of information but he doesn’t help the learner to make sense of it. His ‘academic speak’ obfuscates meaning rather than making it accessible. More diagrammatic slides at the start would give learners a framework of the overarching concepts.Because of the many perspectives presented each week, this course needs A LOT of time. I personally would have leaned better if the course were broken into smaller weekly segments.",3,2,1,Neutral
6607,"(I posted this review in a blog [https://guhyasamajacenter.wordpress.com/2015/10/03/review-of-the-free-coursera-tibetan-buddhist-meditation-and-the-modern-world-lesser-vehicle-course-given-by-uva/]. Much of the courseware was outstanding. Many of the videos were so poorly done (boring) that I couldn't watch them. (I do not watch people read prepared text in a video. Ever.)----------- From the blog ----------------------------------I recently took the FREE Coursera course, ""Tibetan Buddhist Meditation and the Modern World"". (https://www.coursera.org/learn/buddhist-meditation) From the course catalog: "" Tibetan Buddhist Meditation and the Modern World explores the immense variety of meditation practices past and present. We present their histories, their philosophical underpinnings, their transformations in the modern global world, and we give you a chance to reflect upon meditation practices through secular contemplations designed just for this course."" (Note: In the class overview, it is noted that the term ""Lesser Vehicle"" is ""perjorative"" but they use it anyway. ??"")There are many FREE reasons to take this FREE ""Lesser Vehicle"" course (the first of four):#1 - An awesome, wonderful hour-long interview with Sharon Salzberg, one of the founders of the Insight Meditation Society. What an awesome lady. I was not aware that she is also a Dzogchen student. (Did I mention it was FREE?) Worth signing up for the course just to skip to Week 6 to watch this interview.#2 - Guided Meditations by Dr. Anne Klein and Anam Thubten. Very, very, very nice. FREE, it's ALL FREE.#3 - The Science of Mindfulness against the Background of the Scientific Study of Meditation videos with Dr. Clifford Saron, neuroscientist. His videos start in Week 1 and continue through Week 6 in building a basis for understanding the scientific research on meditation. He (and the course) demonstrates what can and cannot (presently) be scientifically proven about meditation. One excellent example: Two trained pianists were told to learn a complicated piece of music, one with the piano, and the other only in his imagination. After 2 weeks (I think) of practice, their brains' MRI patterns exhibited almost the exact same changes. Dr. Saron noted that the results are not definitive but still may have implications for the compassion/bodhicitta meditations we do.#4: An interview on ""Buddhist Modernism"", with David McMahan. Very much academic-oriented. One statement, in particular, struck me since, the more I think about it, the more I think it might be true: ""The Buddhist Tantra teachings are not accepted nor are they popular in the West."" For all the Buddhist monastics that visit the USA and the West to grab donations and go back to their home countries, few of them are sticking around to teach complete Tantra classes. The few that do (and do it well) are having a hard time making ends meet. (That's just my opinion, I guess.)There are also short 5-10 minute interviews with Khenpo Tsultrim Lodro (a short ""snapshot"" of the Tibetan take on the week's particular subject, which was often better (to me) than the 90min-long ""talking head"" version ) and Ven. Tsoknyi Rinpoche (""How does Buddhism change in a New Culture"" and ""Benefits and Dangers of Secularing Buddhism"", the TB rebuttal, as it were. He did note that motivation is the key. Bad agenda = bad results, good motivation will cause good results.)Have I noted the course is FREE? So you can take the course, and the following courses, without doing any of the assignments/quizzes. Watch (or download) any video or transcript to your heart's content whenever you wish in any order you wish. (That assumes the courses are not taken off-line at a future date.) Further in the course description is a blurb that may point to at least 3 future courses in ""Mahāyāna, …Vajrayāna, …and a fourth vehicle, which is explicit in many Tibetan materials, though no standard term ever emerged that was accepted by all sectarian traditions - we will thus term it as the “Natural Vehicle” or “Post Tantra”."" If the quality of guided meditations (GM) in following classes are even half the quality of this course's GM's, then that's all the reason I need to continue the future classes, too.Course gotchas:#1. That said (other shoe dropping here), the other half of the course was videos of people reading their prepared academic papers, in monotone or semi-monotone voices. (Transcripts are available. I figure I can read a paper in 5% of the time someone else reads it to me in a video. Ugh.) However, they would probably need the voice of Morgan Freeman, James Earl Jones, B. Cumberbatch or James Spader to keep me awake. To be fair, the content is golden, although the papers seems to be geared to the academic community, rather than the student community. Books and Videos on these subjects are all over Amazon, YouTube, FPMT, Dharma-Documentaries, etc.#2. The Sharon Salzberg (SS), in her interview, brought up an excellent point. She noted that she and a noted clinical psychology (CP) scientist (researcher) (whose name I have forgotten) were at a conference where the issue on the table was that someone was having trouble with ""loving kindness"" meditation as a first meditation class. SS noted that she would instantly recommend the student change to ""calm abiding"" meditation whereas the CP could not change that student's meditation technique to another technique (such as calm abiding) as her research findings would then be invalid. Similarly, many of the non-Buddhist guided meditations that I viewed in this course felt like a physical education or ""How To"" class. Do this. Do that. It did not feel as though they lived the material, just taught it. (Whereas it was patently obvious Dr. Klein & Anam Thubten were definitely ""walking the walk"", so to speak, so were able to speak from the heart.)Interviews I did not watch, that may be of great interest to others, include meditation in the school system by Tish Jennings, meditation in the Business Community (an interview with David Mick), the Burmese meditation tradition in an interview with Erik Braun, the MBSR (Meditation Based Stress Reduction) with Susan Bauer-Wu, and meditation in the legal community with Rhonda Magee.And all that is just the first course. Many of it's ""failings"" may just be my karmic opinions. The course is worth checking out and watching/reading/meditating on those parts that interest you. In that respect, the breadth of the course content is quite nice and so well done. Grade: B-.",3,2,1,Neutral
6608,"A lot of talking, little content.",2,1,0,Negative
6615,"I enjoyed and benefitted from some of this course. In particular I would highly recommend the Meditation Labs, the Science of Meditation videos and the short presentations from the Tibetan Buddhist monks . But I think the creators of this course need to be a lot clearer about what their aims are in that part of the course which Dr Germano presented. Since this was he was presenting the main overview of Buddhist content it was particularly disappointing that his presentations were so bad.I understand that there were difficulties in getting the course up and running from the various delays in its starting date and the change to its title and perhaps Dr Germano's role was more affected than the other lecturers. However it's pretty damning when he manages to to be so off-putting to so many of the students, going on the discussion comments. For my own part, I've studied and practiced Buddhism for more than 30 years and I am left with little sense of what his aims were for his lectures.To be more specificDr Germano's Presentation:-he read from what I presume were lecture notes but more likely he was reading from an academic paper. the language was pretty turgid.-he could have just provided a PDF of his paper / notes for us to download. That would have been much more helpful as presumably it would have had some structure to it. doing that would have enabled him to use his video time in a more creative way.-MOOCs are wonderful audio-visual opportunities but he had no slides or illustrations at all. The few text headers which appeared then disappeared in only a very few seconds and sometimes did not relate directly to what he was saying at that time.Dr Germano's content: the amended title was Tibetan Buddhist Meditation. This is a complex subject which encompasses many layers of meditation practice culled from historically earlier Buddhist traditions. Can I suggest that any future version of this course includes the following:-include a video which presents the main aspects of the historical development of Buddhism. There was some mention of this in Germano's material but he did it from the Tibetan point of view. Surely what a modern day presentation needs is a modern impartial historical analysis of the subject. It's not as if there aren't plenty of academics and practitioners who are active in this field.-it's confusing to describe Tibetan Lesser Vehicle practices but then illustrate them with Pali text sources, modern Mindfulness practice, and modern Brahma Vihara practice all of which have emerged from the modern Theravadin tradition.-it's also perplexing to include information about many modern Theravadin teachers (Sayadaw, Goenka) in a course apparently not about them.Don't get me wrong, I enjoyed the videos about Sayadaw and the interview with Sharon Saltzberg, but I am left in the dark about just what differences, if any, there are between them and Tibetan meditation.Overall I think this course was offered prematurely. Much of its content was enthralling, inspiring and very useful practically. However much of it was not.",2,1,0,Negative
6617,An interesting class that traces the origins of Buddhist meditation and the Western usage today. A nice dovetailing of research topics covered to attempt to link measurable changes due to meditation practices while trying to maintain a good control group; not easy.,3,2,1,Neutral
6626,"I could barely get the videos to work. The information was great, what I could get to, anyways.",3,2,1,Neutral
6627,"I am afraid this is only two stars from me for now. It is a course with great content and a lot of potential, but the way how it is delivered can be greatly improved to make it easier to understand and more engaging. I just hope the team do not give up, but improve this to be one of the best courses on Coursera - it can well be!",2,1,0,Negative
6630,Needs to be more engaging.,2,1,0,Negative
6631,not very good audio.,1,0,0,Very Negative
6632,Very poorly structured. Purely academic and dull as dishwater. Buddhist meditation is a profoundly beautiful tradition but there is no beating heart here. I gave up quickly.,1,0,0,Very Negative
6634,I waited a long time for this class to start but now that it is here I find it impossible summon enough will to pay attention to the lectures. As a retired teacher I have more of an ability to stick to a class than many but life is too short to wait for this class to perk up. The professors seem very knowledgable but their teaching methodology leaves a lot to be desired.,1,0,0,Very Negative
6636,As a beginner to the subject... I feel like I know even less if that was possible after just the first few weeks!! I plan to start again sometime in the future and see if I can figure things out in this course.. after I learn about Buddhism somewhere else first!,1,0,0,Very Negative
6637,"As a buddhist, I feel upset of this course. I expected it to be teach in a better way, with more lectures, PPT presentations...there ought to be a better way of explanation.",2,1,0,Negative
6640,"The guided meditations were wonderful, but the introductory lectures for Weeks 1-5 were redundant and boring. These lectures could have been much shorter and would have been equally valuable. Dr. Clifford Saron's lectures were interesting.",2,1,0,Negative
6642,Far too academic. Nothing of substance but lists. I'm not here for monotonous lectures.,1,0,0,Very Negative
6646,"I was looking forward to starting this course, but so far, checking through the delivery of the first 4 weeks, I can't see spending time voluntarily following this. There is no doubt a lot of work put into this, but it is painful to take part, so no thanks for me.",1,0,0,Very Negative
6648,"Speakers sound so monotone and dry that they leave an unenthusiastic impression of an incredibly fascinating subject. Some video lectures and writings are so unnecessarily verbose they cloud what is being taught. Frustratingly fought my way through the lessons and failed to clearly retain what I was trying to learn from Prof. Germano. All apologies to the professor for any harshness, and I MAY try again one day, but not now.",2,1,0,Negative
6650,The introduction is great. After that it's unbearably boring.,1,0,0,Very Negative
6651,Badly taught,1,0,0,Very Negative
6653,"Extremely dry, academic style presentation, could use a LOT of work to make it appeal to others in the future. ""Lesser"" Vehicle is also considered an insult in many circles. Not a good title for a class.",2,1,0,Negative
6655,"Joined this course as I was really interested in understanding meditation itself from a scientific perspective. The monotonous drone of the instructors combined with the super low volume that one has to strain to hear, the extra extra long essays which read like one long chapter less novel, the videos which extend what could've been covered in 5-7 minutes to nearly 30, all take the interest away. Unclear if this was intentional & intended to enable participating students to be more patient and tolerant of imperfections around them.",1,0,0,Very Negative
6656,boring,1,0,0,Very Negative
6787,The course is good. I just do not give five stars because we have to pay to atempt pass.,3,2,1,Neutral
6828,"Very interesting course for those who want to fully understand the inner workings of a computer.However, the utilities offered are a bit neglected. Be prepared to fight bugs on your own.",3,2,1,Neutral
6868,I submitted homework for week 1. I get an email telling me I did not submit. Then week two the course makes references to material not covered in week 1. it looks like a week is missing between week 1 and week 2?,1,0,0,Very Negative
6870,Boring course!,1,0,0,Very Negative
6879,Very interesting but too many informations on a short course,3,2,1,Neutral
6937,its a very basic course helps you a lot if . you don't have much background in the feild,3,2,1,Neutral
6940,Not what I expected,1,0,0,Very Negative
6961,Its very informative but not attractive.,3,2,1,Neutral
6963,"The contents of this course will be familiar to anyone who reads popular science books. The course is useful mainly for pulling various strands together, but don't expect much depth.",3,2,1,Neutral
7062,A waste of time.,1,0,0,Very Negative
7075,Helps me a lot understand how to organize knowledge and study better. Thank you very much!,3,2,1,Neutral
7137,"My course 3/4 in this specialization is still incomplete because the questions had wrong answers in the module quizzes and it was literally taking HOURS to complete the quizzes because you had to guess which one of the wrong answers would be correct this time. The questions rotate through slightly different questions each attempt so you can't simply use elimination on each attempt, YOU GUESS EVERY SINGLE TIME. IT'S LITERALLY 100% LUCK! I thought maybe course 4/4 would be better but nope, same problems here. I've wasted over 6 hours in total trying to pass these broken tests and I'm completely over it. I also reached out to chat support, they went through and said they couldn't find anything wrong and couldn't help me and a refund was impossible because it's past the refund date. Even though I paid for 2 broken, un-proofread, time wasting courses. Also, in course 4/4, the math tables in the videos are staggered all over the place and looks terrible. Seriously an issue of someone not even looking at the video before publishing, would have taken less than 5 mins to fix for the entire course. Also, every time a ""checkpoint"" question is supposed to pop up, nothing happens. In every single video, they're all missing. I've used Coursera for a few other courses and thought they were reliable but this makes me think otherwise and I feel like such an idiot for paying $200 for this COMPLETE GARBAGE. Other people in the forums have shown they have the same problem posted over a month ago but nothing. Please, someone from Coursera get a hold of me and help me resolve this ridiculous problem.",1,0,0,Very Negative
7153,"Nothing much to learn, the videos were rather short. There's no lecture on computing the angles and the full features of the framework. The framework wasn't updated for Swift 3.",1,0,0,Very Negative
7154,waste of time and money,1,0,0,Very Negative
7155,"Why there is no ""minus one"" star? Because one star is way to much for this course. Stay away!",1,0,0,Very Negative
7156,"In this capstone project, you're given a framework to work with, and asked to create an app with pretty minimal required criteria. The problem is, there's very little instructions or support, so it feels like a classroom where the instructor said ""do whatever you want"" and walks out of the door. Overall the specialization feels ill-organized and of questionable quality, and there are plenty of negative sentiments in the forums.",1,0,0,Very Negative
7157,"After the first week, the instructors never showed up to answer a single question in the forums. The capstone project itself was disappointing, I learned much more from doing my own app in class #3.I took the Coursera Android specialization, which was eons better than this. I would not recommend this iOS specialization to anyone. I would never again take a MOOC from U of Toronto.",1,0,0,Very Negative
7159,"This capstone project was a huge disappointment to me. The course caption stated that this would be where we would use Location, Design and Usability, and Persistence and Settings to build a high quality app. Also stated is that ""you’ll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch."" Earlier I have also read that we would be allowed to build an app of our choice or according to teacher's specification. That text now seems to have been removed.Anyway, none of these promises were kept. Instead we got something like 20 minutes of lectures in total for the whole four weeks, all on a simple framework to track face features. Unfortunately this framework isn't very competent, so there's only so much you can do with it. Most of us have only placed some static images and simple animations on top of the face shown in the camera view, and that is actually enough to get full marks according to the form used in the peer review. How does that even begin to fulfil the promises of the caption?We have paid as much for this course as for the previous three. There should of course be a similar amount of lectures on more advanced topics like current best practises for UI design, the Location API which was promised, and other interesting things that provide the building blocks for a state of the art iOS app. For a real cornerstone project, I expect that more than 4 weeks would be necessary in order to be able to build a good app, since many of us are doing this on our spare time.I feel sad that I had the misfortune of signing up for this course before it was made, but hope that you will take our collective criticism and make a good course out of this for future students.",1,0,0,Very Negative
7160,The capstone project had nothing to do with the previous three courses.,2,1,0,Negative
7161,I'm kind of disappointed with this last level. It isn't really what i expected.,3,2,1,Neutral
7162,This is a joke.,1,0,0,Very Negative
7163,"If I could, I would rate it 0/5 stars.Do not, I repeat, DO NOT pay and enroll this course. And you will be disappointed if you do. There, now you have been warned.This part of the specialization has been put together in a haste, without effort and absolutely without any care of teaching. I'm completely shocked and disappointed.In other words:It is a complete joke and a sad excuse for a MOOC. Shame on you University of Toronto!Yes, harsh words, and here's why:The course description does not reflect the contents nor the final assignment. Face tracking? That's pretty far from what I expected from this when I paid $284 for the specialization.In total, there is only 25minutes of video lectures. Really? That's it? It's way too little for a capstone project course.Staff does not care about learners's concerns. Zero effort to respond in the discussion forums. It takes days before there is any response at all.The assignment descriptions and requirements are sparse and vague. Why are we doing face tracking when the description talks about location apis and ""putting it all together""?",1,0,0,Very Negative
7164,"The course has been released way too early, clearly it lacks most of its content and what does exist isn't working properly either.",1,0,0,Very Negative
7165,"Expecting more hands on experience with big data frameworks like Hadoop or Spark. Instructions of the final assignment is very confusing, you don't actually know what it really want you to do until you go through all the Q&As in the discussion forum, which is really wasting time.",3,2,1,Neutral
7168,"Good information overall, but the ""peer graded"" assignment at the end is poorly designed and seems unnecessarily arbitrary. Not a clear value add over a ""final exam"" format to justify waiting days for someone to ""grade"" your work. Instructions for this assignment are poorly written and unclear - for example, completely NOT clear you are asking us to identify a primary key versus stating there is no primary key, etc.",3,2,1,Neutral
7180,IMHO it's better to reduce the scope but provide more details of key technologies. Final assignment is not well explained.,3,2,1,Neutral
7181,Course material is very poor and did not give much support for doing assignments.,1,0,0,Very Negative
7182,"Too simple, no programming, just theory.",2,1,0,Negative
7185,"I don't feel this course is always very clear. I Feel that I usually am missing the big picture. I follow it in details, but the pace does not match in terms of how you can view the big picture of it.",2,1,0,Negative
7187,1. The course is very general and high level introduction.2. During the lectures there are some examples that in some cases are presented as very small images and briefly. I personally could not understand some examples presented in week 5.3. I found the hands-on lectures very helpful. I wish there was more that would delve into more examples in more details.4. The course was very overpriced given the amount of information offered compared to other courses I have taken at coursera.Thanks.,3,2,1,Neutral
7189,The course content was not very appealing. Explanations were not that engaging. What I really missed was the actual practical aspect where you don't work with command prompt but an much more user friendly interface that is more up to date with current standards.,2,1,0,Negative
7190,Not Very relevant and detailed as the previous course. The content is not as clear and simple as previous course,3,2,1,Neutral
7191,The final test has little to do with the course. You must do extra study to respond.,3,2,1,Neutral
7199,"There has been very few on-hands training. It's still very very at an introductory level. At some points it goes very deep, for example with the vectors for a document, but with the rest stay at a very high level. Open an excel sheet can not be considered training ...",3,2,1,Neutral
7200,"This course offers very useful high level overview of concepts and ideas which make you feel confident in the long run. However, the course is extremely basic and does not go deep beyond the high level concepts. The hands on exercises are boring and do not engage students. The course needs to be improved to make it more useful for students. This course is not very worthy of the money.",3,2,1,Neutral
7202,"The course takes a broad approach to the subject.What I miss: the study material should provide more and better organized (theoretical) information (e.g. on topcis like database design, data structures, etc.)What I like: presenting of current software projects around big data",3,2,1,Neutral
7205,"Too high level. Last assignment too ambiguous, peer assessment was completely random and not reliable to pass the course.",2,1,0,Negative
7206,"The course a materials are interesting and with significant value, same comment on the teachers, this would be perfect if the third party(the VM) is working fine, I can't say I'm happy about the course where the frustration is probably the right word describing my feeling right now, wish me luck for this week, I might pass might not ......",2,1,0,Negative
7212,"I really wish I could give this course more stars, the content is great and well delivered and at a perfect level for someone like me who last worked with big data sets when 20Mb was absolutely enormous and Windows 3.1 was cutting edge technology. But and this seems to run across the whole specialisation, support from the course team varies between very patchy and none at all. Technical questions aren't answered for days if at all.",3,2,1,Neutral
7214,"I wish the courses are more project oriented. This is a very good introduction but, atleast you could provide some optional projects or some tasks.",2,1,0,Negative
7216,The level of the exercises and quizzes don't reflect the content of the course.,3,2,1,Neutral
7218,"Reasonably good, but less structured and organized that the first course.I hope the next one will be better on this aspect.",3,2,1,Neutral
7221,"The content of the course is very good, but the definitions and explanations are not straight forward.",3,2,1,Neutral
7224,"As a manager in an IT consultancy, I can't justify sending my personnel through this course, even at $69 per course. The amount of information gained is very thin and does not move one toward being productive.",1,0,0,Very Negative
7226,Just about okay. Wouldn't recommend to pay for this.,3,2,1,Neutral
7228,This was my second course of six. It was so theoretical but at the final exam it required so much exercises. I propose enrich the course with exercises and hands on,3,2,1,Neutral
7231,"Poorly designed assignment on data modeling did little to expand my knowledge on the topic. Which is a shame since the individual lectures were well done and very interesting. The ""Pink Flamingo"" peer-peer-reveiwed exercise needs to go.",1,0,0,Very Negative
7233,The last peer review is really hard to do. Hard is because the wording is very ambiguous and not all understand how to review. There was a guy who answered with SQL query. This is hardcore since we have not learned that yet...,1,0,0,Very Negative
7234,"Peer-graded assignments are bad for multiple reasons. Most important one -- If I'm paying for this course I expect my work will be verified by skilled people, not by other ""students"".",3,2,1,Neutral
7235,Not worth your time or money.,1,0,0,Very Negative
7237,"Although Content quality was good, the content is too much less and could have been easily integrated to first course or other course in specialisation.Secondly Quiz were not challenging ,it was just too easy to pass, and this actually takes away the very reason they were employed in this course.",3,2,1,Neutral
7239,"Very basic, the 'hands on' exercises are not very hands on and do not actually add much value",1,0,0,Very Negative
7242,More practical exercises should be recommended.,3,2,1,Neutral
7243,"A good course taking into account that it does not require previous knowledge. I am giving ""only"" 3 stars because for a basic (no previous requirements) course I would expect much more additional readings. On the other hand, if you have programming or database experience you will find some topics too ""basic"".I have liked it more than the first course on the specialization but I would expect more details (I think general topics are well explained).",3,2,1,Neutral
7244,"3.5+ star course. I hope by studying the following courses, contents of this course prove to be more practical.",3,2,1,Neutral
7245,"hard to follow not because it is difficult, but the lecture is only slides, texts, reading slides, very boring and not so many hand-on instruction. only thing i remember is the instructor's face after finish this class. Dont know why you add this into such a good specialist.",1,0,0,Very Negative
7247,1*(star) to the professor very difficult to understand the professor many times. Even the subtitles fail sometimes to present what he says. 5*(star) to the content of the course and especially the tool used to explain and learn the BI concepts. I have already recommended the tool to couple of companies.,3,2,1,Neutral
7249,"A lot of the lecture material is unclear and does not fit with the content I've learned from other BI books, lectures, and experience. Additionally, the quizzes don't seem to test for real-world BI knowledge, rather they test for the ability to interpret the instructors fairly unique views on some BI topics. Furthermore, the additional readings need to be culled significantly, it looks like someone just googled BI topics and then copy and pasted the links they found. Please prioritize the additional readings highest value to lowest value and then post only the 4 to 7 reading that rank the highest. A pairwise comparison process may be useful when doing this.",2,1,0,Negative
7257,Basically just a product demo and the lecturer was very hard to comprehend.,2,1,0,Negative
7258,"Compared to the other Coursera course I attended ,this one is by far the least useful one. The instructor is super brief and his slides are mostly made of a list of acronyms!I would not recommend it until they make some serious changes to the content and presentation of material.",1,0,0,Very Negative
7264,Difficult to understand the video lectures at time but really useful content. Excellent further reading sections at the end of each module.,3,2,1,Neutral
7272,"this course is great in concept. but the reality was disappointing and will have to improve. the professor gave lots of links to interesting external materials. but his prepared lectures were much briefer and consisted mostly of presenting bullet-point lists. as a result, i found myself studying just to pass the quizes and not to actually enhance my knowledge. :( given the high standard of the other courses in this specialization, i'm sure it will be better next time....",3,2,1,Neutral
7276,"Content of the course is very good, useful and interesting, I greatly appreciate the knowledge delivered. But assignments could improve:-All module assignments seems mostly focalize on using Microstrategy tool. In assignments, i would like to see more exercises so that students learn through practice of business cases. For example, I prefer the way modules are organized in courses 1,2, and 3: concepts with examples, practice exercise, then assignment through similar exercise + a quiz.-In last assignment, there was no suggested solution(s) for the last question, i think this is missing for a good understanding.",3,2,1,Neutral
7277,I did the free part of the course. It was too simpleI did other free MOOCs that had much more.The videos were like reading a book. The subject is interesting and there's some potential to the practical part of the course.I only did the first 3 weeks,3,2,1,Neutral
7280,"lecture too focus on the theory that not very useful on business world. The BI tool ""microStrategy"" used in the homework is too slow and crash from time to time.",1,0,0,Very Negative
7283,The material and the lecture is not so engaging.,1,0,0,Very Negative
7317,"Accurate , but very basic information.",3,2,1,Neutral
7333,"Some lectures are just right for the public in general but most of them seem to be built from common sense, there´s where I wonder if the American people are so unliterate on food issues. The quality of the visual material is also variable, I am sure that including animation of more appealing graphics would be helpful to engage more people into the course; another challenge would be to prepare more challenging content.",1,0,0,Very Negative
7345,"Loved the course, would take a continuation if available. Little basic but with enough info. Great ideas for cooking. Felt it was too based in USA information and some was not really conclusive.",3,2,1,Neutral
7406,"There are some nice cooking tips, but this is targeted to very young students/parents with no cooking experience, and I expected more than general information on food impacts on children.",3,2,1,Neutral
7407,Not very useful.,1,0,0,Very Negative
7408,Was expecting a deeper unsdersting and knowledge of child nutrition and its impact in the health of little ones... too general.,2,1,0,Negative
7420,"learned something, but not as much as i expected. hope to add more nutrition knowledge.",3,2,1,Neutral
7430,Trivial course,2,1,0,Negative
7455,"After taking a Nordic food diet course where they talked about children's' diets in the Nordic countries and how they were changing the norm, this course covered the basics as to what and why certain foods are good for you. I had been hoping for more complex recipes, but there were some differences to my dishes that I already make which were a nice change.",3,2,1,Neutral
7478,"First, I would like to say that with the exception of ONE exam, I was able to take all the tests WITHOUT WATCHING THE VIDEOS. That shows that this is a poorly put together course. Secondly, this course did NOT cover CHILD NUTRITION, it covered general nutrition. There was nothing helpful in regards to meal planning with children (although there was useful information in the Lunch Packing Video.) Although it claims the project at the end of the course is optional, it will not let me complete the course without doing the project. I find that extremely frustrating. This course offered a lot of great information (even if it was a weird combo of factual/opinionated) I was frustrated by the fact that this course is OBVIOUSLY geared towards the upper middle class/rich instead of the the everyday blue-collar family. I will do the project to complete the course but was very disappointed in my first course through Coursera.",2,1,0,Negative
7483,doens't address the vegan lifestyle,3,2,1,Neutral
7496,Informative and basic...would have liked to have gone into more detail.,3,2,1,Neutral
7500,"Too simple for what I was looking for. Wanted more detail on specific day-to-day routines/ for weaning from breast milk to solids, including learning the nutritional basis for recommendations. Then also m",3,2,1,Neutral
7505,A bit american - but I like it!,3,2,1,Neutral
7545,"If you aren't familiar with cooking and nutrition this course is a good fit. However, if you have a bit of background in healthy eating, you may not get as much out of this course.",2,1,0,Negative
7548,"The course is very basic, videos contain a lot of repetitions and quiz questions are too easy (in addition, I believe that there are too much negative questions). I believe that this course should be called an Introduction to the basics of Nutrition and it's only for complete newbies. There are no insights in specifics of child nutrition besides general concepts of balanced diet and some tips how to make your kids be more enthusiastic in eating vegetables.",1,0,0,Very Negative
7575,dunno wwhat's the point of making two separate courses with different names.. the content are fundamentally the same.,2,1,0,Negative
7576,Too basic. No processed foods.. ok but what else?,3,2,1,Neutral
7584,"Nice and clear course, but the level is not university level...",3,2,1,Neutral
7587,The course seems like it would benefit parents but does not do much for a nutrition health professional.,3,2,1,Neutral
7608,"Very good place to start for beginners with some scientific information. Easy and quick to do food demonstrations, basic enough that students can build upon them depending on what is available at hand.Some ideas just tend to be redundant throughout the weeks, but I guess that is what she wants to stress on. No to processed food!! :)) I just wish you kept the discussion boards open, so we have a platform to discuss ideas and exchange recipes.",3,2,1,Neutral
7651,Simplistic. But so easy for anyone to watch and learn. I wish more people would take this course.,3,2,1,Neutral
7690,"Good information, a bit basic though. I would've enjoyed a more in depth course.",3,2,1,Neutral
7692,"Changed my mind after watching the cooking. The course on nutrition is just ""ok"" but the teacher has a very skewed idea about what ""healthy cooking"" really is and fails to present with reasons for her recipe choices.Anyway I stopped watching the course, again, the nutritional part is fairly good but if you choose to continue the course at least make sure you keep searching for other points of view as well.Best of luck.",2,1,0,Negative
7700,Too basic and too focused on 'farmers market' thinking.,1,0,0,Very Negative
7745,"It is a really interesting course, it refers to the general public, with smart tips and quick recipies. Also, for those who know nothing about the sience part of lipids, carbohydrates and trace elements, in generall, it constitutes a very informative ''package'' for everyone. There is no specialaization in this kind of coures us I expected, because I am a food technologist, I kwnow most of the parts, but still it is really helpfull and interestin! Verry good job!",3,2,1,Neutral
7764,"Good course for beginners, but those with higher levels of nutrition knowledge will likely: 1. Find it way too easy; 2. Find that the recipes actually contain rather unhealthy ingredients (e.g., always avoid butter--too unhealthy); and 3. Find the lack of vegetarian, vegan, low-carb, and other diet-lifestyles discouraging.",3,2,1,Neutral
7786,"I am really disappointed with the content of this course. If what you're looking for is the most basic of information on making better choices and remembering to wash your cutting board after handling raw meat, maybe this course is for you. If, however, you come to this course wanting specific information about how to build great meals for babies, toddlers, and young children, or you'd like to know how their needs change over time, this course is not for you. I was hoping for information like how to teach your toddler to chew/eat difficult things (ex: whole apples). I wanted to know at what age/weight you switch to 2% milk. I wanted to know how many calories a meal should be based on height and weight and how that changes over time. I wanted to know medically verified tips on getting the right amount of each nutrient into a toddler's diet and what, if any, extra vitamins should be added. I wanted tips on weaning if you're still nursing a toddler... I guess I just wanted more.In addition, the quizzes are so easy as to be silly. Actual quiz question and correct answer: Which is NOT a good way to approach grocery shopping if healthy choices are desired? Answer: Visit the supermarket hungry and walk through the candy aisle first. COME ON! Did I need a Stanford University course to tell me that one?!?!?While the instructor is knowledgeable, this course is geared toward someone with NO knowledge, not someone who wants to gain a deeper understanding. The videos are painfully slow (am I waiting for a doodle here???) and I could read the entire course worth of transcripts in under a half hour rather than go through all of the videos. And the recipes... good god! I don't think that someone interested in learning more about child nutrition is needing a slow tutorial on how to make basic oatmeal on the stove top. If she'd upped the game- showed basics and then talked about the benefits of adding, say, chia seeds, different fruits, flax, etc. and how best to make a basic bowl of oatmeal into a complete breakfast, that would have been a useful topic.I'm just hugely disappointed. This course is best suited to perhaps a health department; not to someone seeking college level information about a topic that matters to their children's lives.",1,0,0,Very Negative
7789,It's good for people who are beginners in cooking.,3,2,1,Neutral
